Year,Month,ATM id,STATE,Fin Txn,Non Fin Txn,Monthly Txn,AVG Fin Txn,AVG Non Fin Txn,AVG Total TXN,Monthly Rev,MHA Revenue,ATM Rev Total,CRA,Spare Rep. (SLM) (AssetOEM),Site Maint (Non Asset),Spare Rep.(UPS),FLM,SUPPLIES,UPS AMC,ATM AMC,VSAT AMC,BW + BCKHL,ESURVEILLANCE,HK,SUD,EBILL,RENT,Penalty,Total Cost,Gross Profit,GROSS PROFIT %,ATM TYPE,MARGIN RANGE Current Month,TXN RANGE Current Month,TXN RANGE Previous Month,TXN RANGE Previous 2nd Month,Revenue Performance,Up Time
2024,March, TSFNP050037003 ,Punjab,3394.0,664.0,4058.0,109.0,21.0,131.0,27082.0,2190.0,29271.0,11134.0,,,,240.0,139,169.0,1250,,,,875.0,200.0,1217.0,,1354.0,16873,12399,0.42,Regular,Above 30%,125  150,125  150,150  175,25K  30K,0.9
2024,March, TSFNP050040002 ,Punjab,4843.0,684.0,5527.0,156.0,22.0,178.0,54921.0,4243.0,59164.0,12190.0,,,,240.0,139,169.0,1250,226.0,616.0,,875.0,200.0,2000.0,7920.0,2746.0,28867,30297,0.51,Regular,Above 30%,175  200,175  200,175  200,Above 50K,0.56
2024,March, TSFNP050040003 ,Punjab,4275.0,1169.0,5444.0,138.0,38.0,176.0,33533.0,2712.0,36244.0,12190.0,,,,240.0,139,,1250,,,,775.0,,2000.0,,1677.0,18566,17679,0.49,Regular,Above 30%,175  200,125  150,175  200,35K  40K,0.99
2024,March, TSFNP050040004 ,Punjab,3444.0,504.0,3948.0,111.0,16.0,127.0,40697.0,3144.0,43841.0,9395.0,,,,240.0,139,169.0,1250,345.0,715.0,,875.0,200.0,3000.0,4850.0,2035.0,23508,20334,0.46,Regular,Above 30%,125  150,100  125,100  125,40K  50K,0.93
2024,March, TSFNP050040005 ,Punjab,3101.0,481.0,3582.0,100.0,16.0,116.0,37023.0,2860.0,39883.0,12190.0,,,,240.0,139,169.0,1250,226.0,616.0,,875.0,200.0,5235.0,9108.0,1851.0,32395,7488,0.19,Regular,15%  20%,100  125,100  125,100  125,35K  40K,0.8
2024,March, TSFNP050040009 ,Punjab,2586.0,427.0,3013.0,83.0,14.0,97.0,31371.0,2423.0,33794.0,11193.0,,2200.0,,240.0,139,169.0,1250,,,,,,3000.0,4850.0,1569.0,24904,8890,0.26,Regular,25%  30%,75  100,100  125,100  125,30K  35K,0.7
2024,March, TSFNP050041002 ,Punjab,5869.0,1295.0,7164.0,189.0,42.0,231.0,64550.0,4987.0,69537.0,11134.0,,,,240.0,139,169.0,1250,345.0,715.0,,875.0,200.0,1405.0,8500.0,3228.0,28495,41042,0.59,Regular,Above 30%,Above 200,175  200,Above 200,Above 50K,0.97
2024,March, TSFNP050041004 ,Punjab,3109.0,587.0,3696.0,100.0,19.0,119.0,37318.0,2883.0,40201.0,10842.0,,,,240.0,139,169.0,1250,345.0,616.0,,875.0,200.0,825.0,4320.0,1866.0,21982,18218,0.45,Captive,Above 30%,100  125,100  125,125  150,40K  50K,0.96
2024,March, TSFNP050041005 ,Punjab,3469.0,661.0,4130.0,112.0,21.0,133.0,41283.0,3189.0,44472.0,10842.0,,,,240.0,139,169.0,1250,345.0,715.0,,875.0,200.0,1200.0,6800.0,2064.0,25134,19338,0.43,Regular,Above 30%,125  150,100  125,125  150,40K  50K,0.98
2024,March, TSFNP050041006 ,Punjab,3764.0,642.0,4406.0,121.0,21.0,142.0,44365.0,3427.0,47793.0,10842.0,,,,240.0,139,176.0,1250,,,,875.0,,3000.0,4000.0,2218.0,23036,24757,0.52,Regular,Above 30%,125  150,125  150,100  125,40K  50K,0.12
2024,March, TSFNP050041007 ,Punjab,4875.0,990.0,5865.0,157.0,32.0,189.0,55627.0,4297.0,59925.0,10842.0,,,,240.0,139,169.0,1250,345.0,715.0,,,200.0,3000.0,4000.0,2781.0,23976,35948,0.6,Regular,Above 30%,175  200,175  200,175  200,Above 50K,0.77
2024,March, TSFNP050041009 ,Punjab,2124.0,540.0,2664.0,69.0,17.0,86.0,17600.0,1423.0,19023.0,10842.0,,,,240.0,139,169.0,1250,,,3700.0,875.0,,2000.0,,880.0,20390,1366,0.07,Regular,Below 0%,75  100,75  100,50  75,10K  20K,0.99
2024,March, TSFNP050041010 ,Punjab,4468.0,766.0,5234.0,144.0,25.0,169.0,51464.0,3976.0,55440.0,11134.0,,,,240.0,139,169.0,1250,345.0,616.0,,775.0,550.0,5332.0,4000.0,2573.0,27419,28021,0.51,Regular,Above 30%,150  175,175  200,175  200,Above 50K,0.85
2024,March, TSFNP050041011 ,Punjab,5725.0,1051.0,6776.0,185.0,34.0,219.0,63191.0,4882.0,68073.0,11134.0,,1040.0,,240.0,139,176.0,1250,226.0,616.0,,875.0,200.0,1305.0,10560.0,3160.0,31217,36856,0.54,Captive,Above 30%,Above 200,175  200,175  200,Above 50K,0.97
2024,March, TSFNP050059003 ,Punjab,6211.0,913.0,7124.0,200.0,29.0,230.0,67202.0,5192.0,72393.0,11134.0,,450.0,,240.0,139,169.0,1250,345.0,715.0,1850.0,875.0,200.0,2475.0,4313.0,3360.0,27810,44584,0.62,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.5
2024,March, TSFNP050059004 ,Punjab,5662.0,852.0,6514.0,183.0,27.0,210.0,62568.0,4834.0,67402.0,11134.0,,,,240.0,139,176.0,1250,226.0,616.0,3700.0,875.0,200.0,1750.0,10560.0,3128.0,34291,33111,0.49,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.96
2024,March, TSFNP050059005 ,Punjab,7436.0,990.0,8426.0,240.0,32.0,272.0,76760.0,5930.0,82690.0,11134.0,,,,240.0,139,169.0,1250,,,1850.0,,,2475.0,4313.0,3838.0,25702,56988,0.69,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.93
2024,March, TSFNP050061005 ,Punjab,6359.0,733.0,7092.0,205.0,24.0,229.0,68344.0,5280.0,73624.0,12190.0,,,,240.0,139,176.0,1250,226.0,616.0,,,,3620.0,10800.0,3417.0,32970,40653,0.55,Regular,Above 30%,Above 200,150  175,150  175,Above 50K,0.95
2024,March, TSFNP050061006 ,Punjab,5799.0,954.0,6753.0,187.0,31.0,218.0,63766.0,4926.0,68692.0,12190.0,,,,240.0,139,169.0,1250,345.0,715.0,,,,2660.0,6000.0,3188.0,27191,41500,0.6,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.95
2024,March, TSFNP050069002 ,Punjab,5289.0,569.0,5858.0,171.0,18.0,189.0,58990.0,4557.0,63547.0,11134.0,,,,240.0,139,169.0,1250,345.0,715.0,,775.0,550.0,1320.0,4818.0,2950.0,24700,38848,0.61,Regular,Above 30%,175  200,175  200,75  100,Above 50K,1.0
2024,March, TSFNP050069003 ,Punjab,6008.0,849.0,6857.0,194.0,27.0,221.0,65469.0,5058.0,70526.0,10842.0,,,,240.0,139,169.0,1250,,,,,,1320.0,4818.0,3273.0,22346,48180,0.68,Regular,Above 30%,Above 200,175  200,125  150,Above 50K,0.93
2024,March, TSFNP050074003 ,Punjab,6453.0,992.0,7445.0,208.0,32.0,240.0,69274.0,5352.0,74626.0,12023.0,,,,240.0,139,169.0,1250,226.0,616.0,3700.0,875.0,,2365.0,7560.0,3464.0,32922,41704,0.56,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.97
2024,March, TSFNP050074004 ,Punjab,4380.0,523.0,4903.0,141.0,17.0,158.0,50347.0,3889.0,54236.0,12023.0,,,28800.0,240.0,139,169.0,1250,226.0,616.0,3700.0,875.0,,3660.0,4000.0,2517.0,58511,4275,0.08,Regular,Below 0%,150  175,Above 200,Above 200,Above 50K,0.46
2024,March, TSFNP050074005 ,Punjab,8101.0,1131.0,9232.0,261.0,36.0,298.0,81560.0,6301.0,87861.0,11584.0,,,,240.0,139,169.0,1250,345.0,715.0,3700.0,875.0,,1709.0,9000.0,4078.0,34099,53762,0.61,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.47
2024,March, TSFNP050074006 ,Punjab,6722.0,975.0,7697.0,217.0,31.0,248.0,71513.0,5525.0,77038.0,11134.0,,,,240.0,139,169.0,1250,345.0,715.0,3700.0,875.0,,4576.0,3630.0,3576.0,30644,46394,0.6,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.99
2024,March, TSFNP050074007 ,Punjab,5077.0,662.0,5739.0,164.0,21.0,185.0,57108.0,4412.0,61519.0,10842.0,,,,240.0,139,169.0,1250,345.0,715.0,3700.0,875.0,,3833.0,4000.0,2855.0,29259,32261,0.52,Regular,Above 30%,175  200,150  175,175  200,Above 50K,0.97
2024,March, TSFNP050075001 ,Punjab,5017.0,1121.0,6138.0,162.0,36.0,198.0,38228.0,3091.0,41319.0,11134.0,,,,240.0,139,169.0,1250,,,,775.0,,2000.0,,1911.0,17913,23406,0.57,Regular,Above 30%,175  200,150  175,Above 200,40K  50K,1.0
2024,March, TSFNP050075002 ,Punjab,6158.0,1351.0,7509.0,199.0,44.0,242.0,67032.0,5178.0,72210.0,11134.0,,,28800.0,240.0,139,169.0,1250,226.0,616.0,1850.0,,,3000.0,,3352.0,51071,21139,0.29,Regular,25%  30%,Above 200,Above 200,Above 200,Above 50K,0.94
2024,March, TSFNP050075003 ,Punjab,2938.0,670.0,3608.0,95.0,22.0,116.0,23855.0,1929.0,25784.0,10842.0,,,,240.0,139,169.0,1250,,,3700.0,775.0,,2000.0,,1193.0,20602,5181,0.2,Regular,20%  25%,100  125,100  125,100  125,25K  30K,1.0
2024,March, TSFTSP050074010 ,Punjab,1428.0,211.0,1639.0,46.0,7.0,53.0,17251.0,1333.0,18583.0,8500.0,,,,240.0,139,169.0,1250,345.0,,3700.0,875.0,,1490.0,3630.0,863.0,21496,2912,0.16,Regular,Below 0%,50  75,Above 200,Above 200,10K  20K,0.6
2024,March, TSFNP050075005 ,Punjab,5855.0,1257.0,7112.0,189.0,41.0,229.0,64408.0,4976.0,69383.0,11134.0,,,,240.0,139,169.0,1250,,,1850.0,875.0,,3000.0,,3220.0,22172,47211,0.68,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.86
2024,March, TSFNP050078004 ,Punjab,2232.0,374.0,2606.0,72.0,12.0,84.0,27092.0,2093.0,29185.0,10842.0,,,,240.0,139,169.0,1250,226.0,616.0,3700.0,875.0,,2000.0,,1355.0,21707,7478,0.26,Regular,25%  30%,75  100,50  75,50  75,25K  30K,1.0
2024,March, TSFNP050078005 ,Punjab,4093.0,880.0,4973.0,132.0,28.0,160.0,48028.0,3710.0,51738.0,11134.0,,,,240.0,139,169.0,1250,345.0,715.0,3700.0,775.0,,3333.0,,2401.0,24496,27242,0.53,Regular,Above 30%,150  175,125  150,125  150,Above 50K,1.0
2024,March, TSFNP050078006 ,Punjab,6981.0,971.0,7952.0,225.0,31.0,257.0,73459.0,5675.0,79134.0,11134.0,,,,240.0,139,169.0,1250,,,3700.0,875.0,,3000.0,3025.0,3673.0,27500,51635,0.65,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.95
2024,March, TSFNP050078010 ,Punjab,5066.0,1055.0,6121.0,163.0,34.0,197.0,57535.0,4445.0,61980.0,11134.0,,,,240.0,139,169.0,1250,345.0,715.0,,775.0,,2000.0,,2877.0,19939,42041,0.68,Regular,Above 30%,175  200,175  200,100  125,Above 50K,0.99
2024,March, TSFNP050160002 ,Punjab,1428.0,241.0,1669.0,46.0,8.0,54.0,11595.0,938.0,12533.0,10842.0,,,,240.0,139,169.0,1250,,,,875.0,200.0,2000.0,,580.0,16590,4057,0.32,Regular,Below 0%,50  75,50  75,Below 50,10K  20K,0.67
2024,March, TSFNP050310004 ,Punjab,5077.0,1175.0,6252.0,164.0,38.0,202.0,57759.0,4462.0,62222.0,10842.0,,600.0,,240.0,139,,1250,345.0,715.0,5500.0,875.0,200.0,3280.0,9800.0,2888.0,36969,25252,0.41,Regular,Above 30%,Above 200,150  175,125  150,Above 50K,0.95
2024,March, TSFNP050310005 ,Punjab,5391.0,657.0,6048.0,174.0,21.0,195.0,60068.0,4640.0,64709.0,11134.0,,,,240.0,139,169.0,1250,345.0,715.0,5500.0,775.0,550.0,2270.0,13000.0,3003.0,39385,25323,0.39,Regular,Above 30%,175  200,150  175,175  200,Above 50K,1.0
2024,March, TSFNP050310006 ,Punjab,5486.0,864.0,6350.0,177.0,28.0,205.0,61093.0,4720.0,65813.0,10842.0,,,,240.0,139,169.0,1250,345.0,715.0,5500.0,875.0,200.0,1760.0,12100.0,3055.0,37485,28328,0.43,Regular,Above 30%,Above 200,125  150,100  125,Above 50K,1.0
2024,March, TSFNP050310007 ,Punjab,4575.0,690.0,5265.0,148.0,22.0,170.0,52388.0,4047.0,56435.0,11134.0,,,,240.0,139,169.0,1250,345.0,715.0,5500.0,875.0,200.0,5145.0,8000.0,2619.0,36626,19809,0.35,Regular,Above 30%,150  175,150  175,175  200,Above 50K,0.95
2024,March, TSFNP050310008 ,Punjab,6724.0,1341.0,8065.0,217.0,43.0,260.0,47798.0,3865.0,51663.0,11584.0,,,,240.0,139,169.0,1250,,,5500.0,775.0,550.0,2000.0,,2390.0,24892,26771,0.52,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.98
2024,March, TSFNP050310009 ,Punjab,8254.0,1084.0,9338.0,266.0,35.0,301.0,82669.0,6386.0,89056.0,11584.0,,,,240.0,139,169.0,1250,345.0,715.0,5500.0,875.0,200.0,1275.0,8500.0,4133.0,35221,53835,0.6,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.93
2024,March, TSFNP050310010 ,Punjab,9844.0,1278.0,11122.0,318.0,41.0,359.0,94145.0,7273.0,101418.0,12023.0,,,,240.0,139,169.0,1250,345.0,715.0,5500.0,875.0,200.0,1210.0,8580.0,4707.0,36248,65169,0.64,Regular,Above 30%,Above 200,175  200,Above 200,Above 50K,0.97
2024,March, TSFNP050310011 ,Punjab,2596.0,633.0,3229.0,84.0,20.0,104.0,31959.0,2469.0,34428.0,11134.0,,600.0,,240.0,139,169.0,1250,345.0,616.0,5500.0,875.0,200.0,2000.0,,1598.0,24961,9466,0.27,Regular,25%  30%,100  125,Above 200,Above 200,30K  35K,0.61
2024,March, TSFNP050393002 ,Punjab,3125.0,1002.0,4127.0,101.0,32.0,133.0,25645.0,2074.0,27718.0,10842.0,,,,240.0,139,169.0,1250,,,,875.0,200.0,2000.0,,1282.0,17292,10426,0.38,Regular,Above 30%,125  150,100  125,100  125,25K  30K,1.0
2024,March, TSFNP051234003 ,Punjab,5431.0,770.0,6201.0,175.0,25.0,200.0,60598.0,4681.0,65279.0,12190.0,,6070.0,,240.0,139,169.0,1250,345.0,715.0,1850.0,875.0,200.0,3000.0,5775.0,3030.0,36143,29136,0.45,Regular,Above 30%,Above 200,150  175,150  175,Above 50K,0.97
2024,March, TSFNP051234004 ,Punjab,5758.0,857.0,6615.0,186.0,28.0,213.0,63376.0,4896.0,68272.0,12190.0,,,,240.0,139,169.0,1250,345.0,715.0,3700.0,875.0,200.0,3415.0,10200.0,3169.0,36902,31371,0.46,Regular,Above 30%,Above 200,175  200,Above 200,Above 50K,0.85
2024,March, TSFNP051234006 ,Punjab,7394.0,1080.0,8474.0,239.0,35.0,273.0,76435.0,5905.0,82340.0,12190.0,,,,240.0,139,169.0,1250,345.0,715.0,3700.0,875.0,200.0,2285.0,6600.0,3822.0,32825,49515,0.6,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,1.0
2024,March, TSFNP051234022 ,Punjab,3931.0,641.0,4572.0,127.0,21.0,147.0,46129.0,3564.0,49692.0,11134.0,,,,240.0,139,169.0,1250,226.0,616.0,1850.0,,,3000.0,3600.0,2306.0,24826,24866,0.5,Regular,Above 30%,125  150,150  175,150  175,40K  50K,0.99
2024,March, TSFNP051234024 ,Punjab,3713.0,1087.0,4800.0,120.0,35.0,155.0,44633.0,3448.0,48081.0,10842.0,,,,240.0,139,169.0,1250,345.0,715.0,3700.0,775.0,,2699.0,10416.0,2232.0,33816,14265,0.3,Captive,25%  30%,150  175,150  175,150  175,40K  50K,0.93
2024,March, TSFNP051234028 ,Punjab,4522.0,774.0,5296.0,146.0,25.0,171.0,51988.0,4016.0,56004.0,10842.0,,5030.0,,240.0,139,169.0,1250,345.0,715.0,3700.0,875.0,200.0,4656.0,,2599.0,31055,24948,0.45,Regular,Above 30%,150  175,150  175,150  175,Above 50K,0.59
2024,March, TSFNP051234029 ,Punjab,4211.0,1089.0,5300.0,136.0,35.0,171.0,33051.0,2673.0,35724.0,11134.0,,,,240.0,139,169.0,1250,,,3700.0,,,3000.0,,1653.0,21579,14144,0.4,Regular,Above 30%,150  175,150  175,150  175,35K  40K,0.96
2024,March, TSFNP051234032 ,Punjab,7059.0,1492.0,8551.0,228.0,48.0,276.0,49436.0,3997.0,53434.0,12023.0,,,,240.0,139,169.0,1250,,,3700.0,,,5432.0,,2472.0,25720,27714,0.52,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,1.0
2024,March, TSFNP051234035 ,Punjab,6177.0,1143.0,7320.0,199.0,37.0,236.0,67052.0,5180.0,72232.0,11584.0,,,,240.0,139,169.0,1250,226.0,616.0,3700.0,875.0,200.0,5750.0,4125.0,3353.0,32522,39710,0.55,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.95
2024,March, TSFNP051234037 ,Punjab,7246.0,1066.0,8312.0,234.0,34.0,268.0,75361.0,5822.0,81183.0,12023.0,,8070.0,,240.0,139,169.0,1250,345.0,715.0,3700.0,775.0,550.0,2000.0,9075.0,3768.0,43114,38069,0.47,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.42
2024,March, TSFNP051234044 ,Punjab,4662.0,632.0,5294.0,150.0,20.0,171.0,53143.0,4105.0,57248.0,11134.0,,,,240.0,139,169.0,1250,226.0,616.0,3700.0,875.0,200.0,3990.0,7560.0,2657.0,33052,24197,0.42,Regular,Above 30%,150  175,150  175,125  150,Above 50K,0.96
2024,March, TSFNP051234048 ,Punjab,6352.0,1055.0,7407.0,205.0,34.0,239.0,68467.0,5289.0,73756.0,11134.0,,,,240.0,139,169.0,1250,345.0,715.0,1850.0,775.0,,3000.0,3625.0,3423.0,26960,46796,0.63,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.93
2024,March, TSFNP051234053 ,Punjab,6038.0,1087.0,7125.0,195.0,35.0,230.0,44037.0,3561.0,47598.0,11134.0,,,,240.0,139,169.0,1250,,,1850.0,,,3000.0,,2202.0,20279,27319,0.57,Regular,Above 30%,Above 200,175  200,Above 200,40K  50K,0.18
2024,March, TSFNP051234055 ,Punjab,3538.0,555.0,4093.0,114.0,18.0,132.0,41795.0,3229.0,45024.0,10842.0,,,,240.0,139,169.0,1250,226.0,616.0,3700.0,875.0,200.0,1805.0,6600.0,2090.0,29047,15976,0.35,Regular,Above 30%,125  150,100  125,100  125,40K  50K,0.44
2024,March, TSFNP051234059 ,Punjab,5579.0,781.0,6360.0,180.0,25.0,205.0,61844.0,4778.0,66622.0,10842.0,,,,240.0,139,169.0,1250,,715.0,3700.0,,,3855.0,,3092.0,24297,42325,0.64,Captive,Above 30%,Above 200,125  150,100  125,Above 50K,1.0
2024,March, TSFNP051234062 ,Punjab,5642.0,863.0,6505.0,182.0,28.0,210.0,41734.0,3375.0,45109.0,10842.0,,,,240.0,139,169.0,1250,,,3700.0,875.0,200.0,2673.0,,2087.0,22469,22639,0.5,Regular,Above 30%,Above 200,175  200,Above 200,40K  50K,0.99
2024,March, TSFNP051234063 ,Punjab,6076.0,1083.0,7159.0,196.0,35.0,231.0,44249.0,3578.0,47827.0,11584.0,,,,240.0,139,169.0,1250,,,3700.0,875.0,200.0,3942.0,,2212.0,24606,23221,0.49,Regular,Above 30%,Above 200,Above 200,Above 200,40K  50K,0.27
2024,March, TSFNP061067001 ,Punjab,7817.0,1700.0,9517.0,252.0,55.0,307.0,79505.0,6142.0,85647.0,11134.0,,,,240.0,139,169.0,1250,345.0,715.0,1850.0,875.0,200.0,2075.0,3750.0,3975.0,27012,58635,0.68,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.97
2024,March, TSFNP061067002 ,Punjab,3492.0,737.0,4229.0,113.0,24.0,136.0,27877.0,2254.0,30132.0,11134.0,,250.0,,240.0,139,169.0,1250,,,3700.0,775.0,,2000.0,,1394.0,21346,8786,0.29,Regular,25%  30%,125  150,100  125,100  125,30K  35K,0.98
2024,March, TSFNP061067003 ,Punjab,6158.0,1387.0,7545.0,199.0,45.0,243.0,67057.0,5180.0,72238.0,11134.0,,,,240.0,139,169.0,1250,,,1850.0,,,2075.0,3750.0,3353.0,24255,47983,0.66,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.99
2024,March, TSFNP061067023 ,Punjab,4679.0,1354.0,6033.0,151.0,44.0,195.0,36295.0,2935.0,39230.0,11134.0,,,,240.0,139,169.0,1250,,,1850.0,775.0,,3000.0,,1815.0,20667,18564,0.47,Regular,Above 30%,175  200,175  200,175  200,35K  40K,0.98
2024,March, TSFNP061067024 ,Punjab,7706.0,1635.0,9341.0,249.0,53.0,301.0,52621.0,4255.0,56876.0,12023.0,,,,240.0,139,169.0,1250,,,3700.0,775.0,,2000.0,,2631.0,23222,33654,0.59,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.93
2024,March, TSFNP061067025 ,Punjab,3784.0,575.0,4359.0,122.0,19.0,141.0,44437.0,3433.0,47870.0,11134.0,,,,240.0,139,176.0,1250,,,1850.0,875.0,200.0,3000.0,5150.0,2222.0,26531,21338,0.45,Regular,Above 30%,125  150,125  150,150  175,40K  50K,0.14
2024,March, TSFNP061067027 ,Punjab,3232.0,595.0,3827.0,104.0,19.0,123.0,38638.0,2985.0,41622.0,10842.0,,,,240.0,139,176.0,1250,226.0,616.0,3700.0,875.0,200.0,3977.0,12000.0,1932.0,36469,5154,0.12,Regular,10%  15%,100  125,125  150,100  125,40K  50K,1.0
2024,March, TSFNP061067029 ,Punjab,1911.0,406.0,2317.0,62.0,13.0,75.0,15680.0,1268.0,16947.0,10842.0,,,,240.0,139,176.0,1250,,,3700.0,775.0,,2000.0,,784.0,20201,3254,0.19,Regular,Below 0%,50  75,75  100,75  100,10K  20K,0.99
2024,March, TSFNP061067049 ,Punjab,4001.0,1179.0,5180.0,129.0,38.0,167.0,31782.0,2570.0,34352.0,11134.0,,,,240.0,139,169.0,1250,,,3700.0,875.0,,2000.0,,1589.0,21391,12961,0.38,Regular,Above 30%,150  175,100  125,150  175,30K  35K,0.75
2024,March, TSFNP061067056 ,Punjab,3572.0,572.0,4144.0,115.0,18.0,134.0,42189.0,3259.0,45449.0,10842.0,,,,240.0,139,169.0,1250,345.0,715.0,,875.0,,3000.0,15000.0,2109.0,34980,10469,0.23,Regular,20%  25%,125  150,100  125,100  125,40K  50K,0.5
2024,March, TSFNP061067057 ,Punjab,3360.0,862.0,4222.0,108.0,28.0,136.0,40548.0,3132.0,43680.0,10842.0,,,,240.0,139,169.0,1250,345.0,616.0,3700.0,875.0,200.0,2000.0,9600.0,2027.0,32299,11381,0.26,Regular,25%  30%,125  150,125  150,125  150,40K  50K,0.93
2024,March, TSFNP061067058 ,Punjab,6342.0,1394.0,7736.0,205.0,45.0,250.0,68616.0,5301.0,73917.0,10842.0,,,,240.0,139,169.0,1250,345.0,616.0,3700.0,875.0,200.0,2410.0,11340.0,3431.0,35852,38065,0.51,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.43
2024,March, TSFNP061067072 ,Punjab,1625.0,264.0,1889.0,52.0,9.0,61.0,19700.0,1522.0,21222.0,10842.0,,,,240.0,139,169.0,1250,345.0,715.0,3700.0,775.0,,1650.0,,985.0,21105,117,0.01,Regular,0%  5%,50  75,Below 50,50  75,20K  25K,0.63
2024,March, TSFNP061067074 ,Punjab,4515.0,811.0,5326.0,146.0,26.0,172.0,51967.0,4015.0,55982.0,11134.0,,,,240.0,139,169.0,1250,345.0,715.0,3700.0,875.0,200.0,3770.0,11088.0,2598.0,36518,19463,0.35,Regular,Above 30%,150  175,150  175,175  200,Above 50K,0.62
2024,March, TSFNP061067075 ,Punjab,7176.0,1449.0,8625.0,231.0,47.0,278.0,50015.0,4044.0,54059.0,11573.0,,,,240.0,139,169.0,1250,,,3700.0,775.0,,2000.0,,2501.0,22642,31418,0.58,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.97
2024,March, TSFNP061067077 ,Punjab,4598.0,825.0,5423.0,148.0,27.0,175.0,52774.0,4077.0,56851.0,10842.0,,,,240.0,139,169.0,1250,345.0,715.0,3700.0,875.0,,2305.0,8500.0,2639.0,32014,24837,0.44,Regular,Above 30%,150  175,150  175,150  175,Above 50K,0.95
2024,March, TSFNP061067078 ,Punjab,5489.0,924.0,6413.0,177.0,30.0,207.0,61142.0,4723.0,65866.0,11134.0,,,,240.0,139,169.0,1250,345.0,616.0,3700.0,875.0,200.0,1270.0,5670.0,3057.0,28961,36905,0.56,Regular,Above 30%,Above 200,150  175,150  175,Above 50K,0.95
2024,March, TSFNP061067079 ,Punjab,5194.0,1157.0,6351.0,168.0,37.0,205.0,58747.0,4538.0,63286.0,11134.0,,2330.0,,240.0,139,169.0,1250,345.0,715.0,3700.0,775.0,550.0,2356.0,5100.0,2937.0,32035,31250,0.49,Regular,Above 30%,Above 200,125  150,150  175,Above 50K,0.82
2024,March, TSFNP061067080 ,Punjab,4877.0,1162.0,6039.0,157.0,37.0,195.0,55887.0,4317.0,60204.0,11134.0,,,,240.0,139,169.0,1250,345.0,616.0,3700.0,775.0,550.0,1291.0,13800.0,2794.0,37098,23106,0.38,Regular,Above 30%,175  200,150  175,175  200,Above 50K,0.94
2024,March, TSFNP061067081 ,Punjab,4401.0,734.0,5135.0,142.0,24.0,166.0,50788.0,3924.0,54712.0,11134.0,,3560.0,,240.0,139,169.0,1250,,,3700.0,775.0,,3000.0,11602.0,2539.0,38403,16309,0.3,Regular,25%  30%,150  175,150  175,150  175,Above 50K,1.0
2024,March, TSFNP061067082 ,Punjab,4675.0,1086.0,5761.0,151.0,35.0,186.0,53854.0,4160.0,58014.0,12023.0,,,,240.0,139,169.0,1250,345.0,715.0,1850.0,775.0,,3000.0,,2693.0,23494,34520,0.6,Regular,Above 30%,175  200,Above 200,Above 200,Above 50K,1.0
2024,March, TSFNP061067085 ,Punjab,3362.0,810.0,4172.0,108.0,26.0,135.0,40459.0,3126.0,43585.0,10842.0,,,,240.0,139,169.0,1250,345.0,715.0,3700.0,775.0,,2000.0,,2023.0,22493,21092,0.48,Regular,Above 30%,125  150,100  125,125  150,40K  50K,0.97
2024,March, TSFNP061067087 ,Punjab,7538.0,1200.0,8738.0,243.0,39.0,282.0,77464.0,5984.0,83449.0,10842.0,,,,240.0,139,169.0,1250,345.0,715.0,1850.0,875.0,200.0,3000.0,4290.0,3873.0,28083,55365,0.66,Regular,Above 30%,Above 200,100  125,100  125,Above 50K,0.94
2024,March, TSFNP061067088 ,Punjab,4847.0,689.0,5536.0,156.0,22.0,179.0,54965.0,4246.0,59212.0,11134.0,,,,240.0,139,169.0,1250,345.0,715.0,1850.0,875.0,200.0,3000.0,4200.0,2748.0,27160,32051,0.54,Regular,Above 30%,175  200,125  150,125  150,Above 50K,0.99
2024,March, TSFNP061067090 ,Punjab,3529.0,742.0,4271.0,114.0,24.0,138.0,42087.0,3251.0,45339.0,10842.0,,,,240.0,139,169.0,1250,345.0,616.0,3700.0,875.0,200.0,2295.0,12000.0,2104.0,35071,10268,0.23,Regular,20%  25%,125  150,100  125,125  150,40K  50K,0.97
